sample	Continent	Shannon_index	nReads	sum_len	num_seqs	Shannon_residual
CNS0178581	Asia	5.06015	163225365	381333819	364522	-0.0202239683448497
CNS0178582	Asia	4.94512	147561211	387703657	379629	-0.14345481451157
CNS0178583	Asia	5.57903	140444030	523630257	534971	0.173732456084427
CNS0178584	Asia	3.94323	148532232	493396395	610982	-1.2986900522227
CNS0178585	Asia	4.9882	155644422	437970833	445716	-0.217057052887807
CNS0178586	Asia	3.61073	136478397	1173164895	1801751	-2.49678294180681
CNS0178588	Asia	3.25672	166866161	673158453	978750	-2.25185522502889
CNS0178589	Asia	4.22099	143743693	789477246	1253356	-1.42493125071538
CNS0178590	Asia	3.97779	165595101	657251626	906700	-1.53025642735043
CNS0178592	Asia	4.22108	257591522	540305854	407487	-1.36098032552845
CNS0178593	Asia	5.12634	214460997	531351123	468992	-0.361533684048872
CNS0178594	Asia	5.53994	239637028	699446546	871073	-0.0830119537817463
CNS0178595	Asia	5.46549	232552780	443180440	318746	0.080436888529519
CNS0178596	Asia	3.59179	235680775	527717628	472841	-1.87940898370892
CNS0178597	Asia	4.76323	232341755	607649654	660864	-0.769887383076646
CNS0178598	Asia	4.55291	229209314	573912521	568697	-0.962710549748103
CNS0178599	Asia	5.8561	223733291	805485889	914731	0.0277948858672964
CNS0178600	Asia	4.68272	204263332	393695887	252969	-0.627728377212063
CNS0178602	Asia	5.74689	148178910	761797789	915611	0.00287467806150766
CNS0178603	Asia	4.63351	111690800	644937416	815301	-0.903042538191898
CNS0178604	Asia	5.0265	136133116	475554241	531372	-0.22667102525533
CNS0178605	Asia	5.9091	125992019	880072982	1073145	0.00783544589250475
CNS0178606	Asia	6.46325	174823987	1084462543	1316789	0.330819341790767
CNS0178607	Asia	6.33163	165499647	846169470	979449	0.452801877799012
CNS0178608	Asia	7.45413	207430817	1192493183	1394659	1.19920973848803
CNS0178609	Asia	5.97909	123890700	761069918	952596	0.253517225654389
CNS0178610	Asia	6.67719	124827422	883255253	1172073	0.813850311674407
CNS0178611	Asia	6.05475	141033438	946977411	1213483	0.0978039230476776
CNS0178612	Asia	5.46394	110151523	638662473	794183	-0.0700664107082385
CNS0178613	Asia	6.53372	154404524	1007602517	1265486	0.498597433759688
CNS0178614	Asia	5.95687	127187861	889186179	1144764	0.0712452430991763
CNS0178615	Asia	5.94256	119159494	656222660	791868	0.364409716605776
CNS0178616	Asia	6.03853	188508803	843182808	941059	0.147571163619451
CNS0178617	Asia	6.35302	159594033	1397910658	2141499	0.050130855736436
CNS0178618	Asia	6.08042	215069164	1077419359	1326581	-0.0344947742347445
CNS0178619	Asia	6.40703	198315981	977831076	1149748	0.376668963945447
CNS0178620	Asia	5.67799	191039205	1110226396	1364909	-0.473192696742714
CNS0178621	Asia	5.88914	212554402	862727049	1032144	0.00897670672635567
CNS0178622	Asia	6.46724	220666381	875988187	1199480	0.637792467321035
CNS0178623	Asia	5.3817	205847944	783202410	993326	-0.361429466311006
CNS0178625	Asia	6.41401	134516667	928885964	1270466	0.510413276202274
CNS0178626	Asia	5.71156	197095206	944169510	1190284	-0.244903290251975
CNS0178627	Asia	6.36204	194876023	1182049903	1521331	0.163677794388507
CNS0178628	Asia	5.78711	209236764	1035150831	1335528	-0.260070152099383
CNS0178629	Asia	5.59207	310340566	1179731219	1356532	-0.652864587278847
CNS0178630	Asia	5.47388	199488467	894230416	1040249	-0.46147896596606
CNS0178631	Asia	6.16125	152977701	840266483	947548	0.276026172733026
CNS0178632	Asia	5.52284	131233216	461880049	535485	0.32018476655892
CNS0178633	Asia	5.66102	159643307	834942588	954984	-0.209342208376984
CNS0178635	Asia	5.29062	170377052	899039735	1152193	-0.605014753015686
CNS0178636	Asia	5.32154	153240670	741185982	903212	-0.384308704052947
CNS0178637	Asia	5.57797	263158272	962506574	1142774	-0.425368426742055
CNS0178638	Asia	5.18673	161327569	521079530	616804	-0.137578132004292
CNS0178639	Asia	5.87333	182733874	930893666	1152547	-0.0774386951139327
CNS0178640	Asia	5.66229	142207755	780346338	909534	-0.124655195740836
CNS0178641	Asia	5.80741	162548373	820771525	979455	-0.0223404512195441
CNS0178642	Asia	5.99864	170254611	895356342	1024044	0.0509203746395429
CNS0178643	Asia	5.25583	136651281	649709964	746576	-0.333335401626915
CNS0178644	Asia	5.21904	186395658	848851275	952112	-0.677133386708709
CNS0178645	Asia	5.97365	156367015	796493075	899295	0.149394125671941
CNS0178646	Asia	6.10253	257896722	998263653	1158205	0.0464732041764483
CNS0178647	Asia	5.72795	156628150	723463889	867148	0.0413498800005799
CNS0178648	Asia	5.84296	181867117	887080333	1044360	-0.0788929391929066
CNS0178649	Asia	6.15835	220178221	1161866190	1349570	-0.0698543901215982
CNS0178650	Asia	6.18732	168485217	741986693	875332	0.465604947128092
CNS0178651	Asia	6.20056	275458894	1007704496	1102581	0.105785859175706
CNS0178652	Asia	5.89939	183932714	952866938	1105713	-0.109723069781647
CNS0178653	Asia	5.11548	157639153	832594613	953382	-0.751356823584327
CNS0178654	Asia	5.98937	206189459	924982940	1044641	0.00186771771644236
CNS0178655	Asia	5.60067	168570197	843650798	952389	-0.286992992522452
CNS0178656	Asia	5.84793	165400039	793606867	833433	-0.00743900227239441
CNS0178657	Asia	6.35236	182219726	858940771	1050602	0.485716102407454
CNS0178658	Asia	6.60934	292406153	1339454812	1475787	0.199772509130664
CNS0178659	Asia	5.38703	185902678	578551793	628105	-0.0954532432560077
CNS0178660	Asia	5.78957	153415390	819195929	917726	-0.0704029613320347
CNS0178661	Asia	5.64957	193607450	842488455	929477	-0.245800589070772
CNS0178662	Asia	5.70121	136781099	642684381	733302	0.120734231460126
CNS0178663	Asia	5.47975	158125030	673963125	737999	-0.172224119696738
CNS0178664	Asia	5.9554	168547144	860619673	1012094	0.0657634981862116
CNS0178665	Asia	6.43802	207538715	1022677941	1126158	0.325421888412537
CNS0178666	Asia	5.93955	189859641	881888645	955491	-0.0164095472206421
CNS0178667	Asia	5.44625	135368598	539765962	620622	0.0651787264394098
CNS0178668	Asia	5.5618	158305787	849116761	996575	-0.314728554853382
